year,page,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,1,22.0,15.6,25.0,20.6,24.6,13.6,8.4,13.6,15.5,20.5,21.4,21.6
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,2,31.7,20.6,28.5,18.0,20.4,16.0,12.5,13.3,14.0,14.8,19.4,31.4
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,3,38.7,22.4,25.8,20.3,20.7,16.8,13.0,13.6,12.7,14.2,23.0,23.4
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,4,20.3,17.3,25.8,28.4,24.6,14.6,15.7,16.5,15.0,18.2,20.9,32.3
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,5,22.9,22.0,24.8,26.7,20.0,14.0,11.1,14.5,15.9,22.6,30.4,36.8
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,6,22.8,23.1,20.0,27.6,17.5,15.3,12.0,15.0,15.7,14.0,31.6,31.6
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,7,21.4,26.9,21.5,19.8,16.7,17.7,15.1,12.4,14.2,14.3,32.3,33.8
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,8,25.7,26.4,30.7,19.0,18.4,18.7,15.6,13.3,14.0,12.0,25.7,19.7
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,9,27.0,23.5,26.0,23.0,23.0,17.5,14.2,13.2,19.1,16.6,20.4,21.2
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,10,29.9,20.8,21.2,25.2,19.4,16.0,14.0,13.2,19.3,19.0,15.7,18.1
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,11,35.0,21.9,21.0,22.1,20.0,15.1,12.9,14.0,18.0,12.5,17.0,19.0
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,12,24.5,23.8,19.3,28.5,19.4,16.8,12.8,14.4,12.9,13.6,23.0,19.2
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,13,22.1,24.0,23.3,25.1,13.6,14.8,14.4,14.5,12.2,16.5,31.6,21.5
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,14,20.1,26.1,27.5,20.7,13.6,14.4,14.4,14.1,13.3,20.8,17.1,22.0
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,15,19.9,29.6,20.3,18.4,17.0,14.5,13.4,14.4,14.5,23.6,22.2,19.6
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,16,18.4,32.5,20.9,17.5,19.2,14.0,17.9,13.0,12.2,19.4,17.3,20.2
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,17,26.5,24.9,31.0,17.4,17.6,12.1,16.7,12.8,15.0,18.9,15.7,36.2
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,18,25.0,27.5,18.8,18.3,15.1,12.3,12.8,12.6,20.4,23.0,18.7,20.5
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,19,24.5,25.0,20.0,18.0,14.6,12.2,14.3,16.3,21.2,14.2,19.5,20.5
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,20,23.2,28.6,21.3,20.5,13.9,14.3,16.0,15.4,23.5,15.5,25.0,21.2
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,21,21.8,32.5,21.3,16.7,15.0,15.7,15.7,14.1,16.0,14.9,31.1,24.3
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,22,24.2,27.7,30.0,18.3,13.5,15.5,14.1,11.5,16.0,15.4,21.6,31.0
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,23,37.0,21.1,31.6,19.3,15.2,16.0,16.6,13.7,20.4,16.7,19.6,20.1
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,24,39.1,21.1,32.1,20.5,13.6,12.8,18.0,12.1,24.3,18.2,20.8,22.6
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,25,26.5,23.2,31.3,17.7,14.3,12.0,13.6,11.1,18.0,24.3,22.6,30.7
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,26,28.4,24.2,32.2,16.6,15.4,12.3,13.6,11.7,16.3,28.5,18.0,20.0
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,27,26.6,26.7,32.1,17.0,16.8,9.5,14.0,14.6,16.8,29.5,24.9,37.8
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,28,24.1,22.5,22.3,19.5,14.5,11.5,14.0,16.0,16.5,32.5,24.8,24.4
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,29,23.8,,20.2,18.4,16.0,15.4,13.0,15.0,15.6,33.0,19.5,24.6
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,30,36.3,,19.2,20.6,18.1,14.0,14.1,16.2,18.4,18.3,19.9,29.1
1990,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1990&p_c=-1514873801&p_stn_num=087031,31,19.9,,19.8,,16.7,,13.0,13.3,,29.7,,40.2
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,1,30.5,20.5,18.4,18.0,18.7,17.4,15.3,13.8,14.0,23.0,17.5,18.0
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,2,40.2,28.0,20.0,18.3,16.2,13.2,14.4,13.5,17.0,14.5,25.7,29.8
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,3,41.5,34.8,26.4,21.6,15.9,18.0,16.0,17.0,17.4,16.6,30.5,23.2
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,4,20.5,31.0,33.3,21.5,16.0,16.7,14.7,15.9,18.7,16.0,20.7,18.0
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,5,15.1,21.6,24.0,19.4,20.6,17.1,12.4,17.1,22.0,31.2,19.4,17.6
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,6,20.1,20.0,33.8,22.4,22.4,18.7,15.0,14.0,16.5,20.6,21.0,19.0
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,7,20.8,25.4,41.4,17.5,18.8,13.1,14.1,13.9,21.5,17.5,21.6,20.5
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,8,19.6,22.9,41.1,27.1,15.0,13.4,13.7,11.5,15.8,16.3,17.2,22.2
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,9,24.1,27.9,20.5,27.9,14.8,16.0,14.3,14.5,18.9,17.9,18.0,29.8
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,10,35.4,20.0,19.9,26.2,15.5,14.8,11.2,15.4,11.6,18.6,17.5,18.3
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,11,37.4,20.5,19.5,21.6,16.0,14.9,14.0,15.1,12.2,19.6,17.7,19.0
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,12,21.7,23.9,18.5,26.4,15.9,16.4,13.3,16.6,11.2,26.5,17.0,25.6
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,13,24.2,27.6,19.7,19.5,14.0,14.6,13.6,15.1,14.5,18.6,16.8,22.2
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,14,24.6,21.0,20.5,18.9,15.0,14.3,15.0,14.7,17.7,28.6,25.7,26.0
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,15,19.7,20.0,21.2,19.0,16.1,13.9,13.6,14.1,18.2,31.5,26.7,24.3
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,16,20.4,19.5,21.2,19.3,13.6,16.9,12.6,11.6,18.2,14.7,20.8,15.0
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,17,18.6,23.2,25.2,20.2,15.3,14.0,11.4,11.3,13.4,17.2,22.5,17.0
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,18,21.6,33.2,26.7,16.7,14.7,14.0,13.8,14.5,14.4,23.1,30.6,14.1
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,19,24.8,20.1,23.0,20.1,15.8,15.3,16.6,15.4,12.7,26.5,28.5,23.0
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,20,25.1,20.1,19.4,25.4,13.9,15.2,15.4,15.3,14.7,29.5,16.4,20.6
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,21,21.5,24.2,18.0,21.7,14.2,16.8,12.7,13.6,12.6,22.6,17.0,21.7
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,22,25.3,20.7,18.4,15.6,15.7,15.6,9.9,16.0,13.5,18.6,19.0,18.3
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,23,26.2,22.3,19.6,18.2,16.7,13.3,11.8,14.0,15.0,16.9,19.9,19.6
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,24,28.0,31.2,19.6,21.1,20.1,19.0,12.6,12.6,17.5,16.6,28.8,21.6
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,25,27.9,40.1,25.5,15.0,19.1,17.8,11.7,15.5,19.0,17.0,37.5,27.5
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,26,25.7,19.9,21.5,17.7,17.5,13.8,12.9,15.8,13.5,15.9,27.4,35.3
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,27,23.0,22.5,22.9,16.5,15.7,13.8,10.2,13.8,15.6,16.2,18.2,28.9
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,28,23.0,25.5,23.0,16.5,12.2,15.3,12.6,15.0,16.0,17.7,21.5,20.6
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,29,21.0,,28.5,17.0,14.5,14.5,15.0,16.1,19.5,27.0,16.7,22.9
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,30,27.1,,22.6,19.0,20.3,15.5,14.4,9.5,17.8,32.5,16.9,22.0
1991,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1991&p_c=-1514873801&p_stn_num=087031,31,22.2,,24.2,,19.9,,11.2,14.0,,16.5,,21.0
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,1,21.0,20.4,23.2,18.4,16.6,16.6,16.2,14.5,14.2,14.7,13.6,21.5
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,2,18.8,23.5,31.6,25.7,18.9,15.0,16.4,14.6,14.3,14.7,15.1,23.0
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,3,19.0,23.6,24.0,30.7,19.6,14.5,17.7,11.0,13.5,21.0,15.4,22.5
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,4,19.7,23.4,27.2,30.7,22.7,16.0,14.5,14.2,13.4,14.8,15.8,22.1
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,5,19.6,33.3,24.5,25.5,23.1,16.6,15.0,15.8,15.5,16.2,16.6,21.3
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,6,18.3,18.6,21.7,23.0,23.6,14.7,13.3,15.6,16.6,18.8,15.5,21.0
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,7,17.8,19.8,21.9,16.7,23.6,12.1,13.8,15.0,9.7,15.0,19.8,19.2
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,8,17.4,25.8,21.5,14.9,19.0,12.7,12.4,13.9,12.9,16.2,25.5,19.7
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,9,19.5,24.5,27.3,17.0,16.3,13.5,12.7,13.5,12.7,14.4,19.4,21.5
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,10,19.7,22.1,35.2,18.6,15.7,10.5,12.5,11.2,17.0,15.7,14.4,26.0
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,11,19.4,25.5,33.4,21.2,16.7,13.5,9.6,15.8,13.0,15.0,15.5,31.2
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,12,18.7,24.1,25.7,26.9,18.9,13.4,15.3,11.6,12.5,15.0,16.6,27.8
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,13,27.7,18.1,34.0,26.6,16.9,11.3,13.2,14.2,12.5,23.0,17.3,24.1
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,14,21.2,22.0,21.0,27.4,14.8,11.0,13.4,14.7,14.0,25.9,21.0,17.9
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,15,21.8,23.6,20.8,23.6,13.5,11.0,15.6,15.8,14.0,26.3,24.0,18.6
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,16,19.0,33.0,17.5,17.5,14.1,12.4,14.9,16.6,14.5,16.0,24.1,21.5
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,17,20.0,36.1,18.7,17.6,17.2,13.9,16.2,12.8,14.4,16.5,27.6,23.3
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,18,19.5,21.8,21.3,22.7,15.9,13.6,14.7,14.0,12.0,15.0,23.9,27.0
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,19,34.0,19.9,21.4,25.5,14.3,15.6,12.4,12.2,13.0,17.1,27.0,24.1
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,20,40.0,21.6,19.5,20.8,13.1,13.8,12.0,13.8,15.6,13.8,27.0,25.1
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,21,23.1,24.0,18.4,15.2,13.0,12.5,10.4,13.0,14.1,14.0,21.8,20.8
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,22,30.8,30.3,22.7,15.4,14.0,10.2,15.0,15.0,16.4,17.0,21.2,19.6
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,23,19.5,22.7,29.2,16.2,14.2,10.3,15.0,10.6,14.8,20.6,23.1,22.6
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,24,18.9,17.7,20.7,16.8,15.0,13.2,13.7,11.3,13.0,25.7,20.8,23.5
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,25,20.1,18.7,32.7,17.8,14.6,13.8,13.0,12.2,11.5,14.0,15.3,20.7
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,26,20.2,20.2,32.4,16.5,13.6,14.2,12.5,12.6,13.5,16.7,16.5,21.0
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,27,27.9,22.1,15.7,21.2,15.1,15.5,12.8,13.8,16.9,20.5,17.3,23.5
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,28,19.3,32.0,19.9,19.0,15.1,14.1,16.0,14.5,17.5,25.8,15.4,20.1
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,29,20.0,30.6,19.0,18.7,15.6,15.5,15.2,13.1,13.1,28.0,16.8,23.9
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,30,20.7,,18.6,15.9,17.4,15.6,15.4,12.4,15.4,20.7,19.0,21.1
1992,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1992&p_c=-1514873801&p_stn_num=087031,31,21.1,,24.3,,15.5,,11.1,14.8,,18.5,,27.0
1993,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1993&p_c=-1514873801&p_stn_num=087031,1,31.2,37.1,21.4,21.2,24.0,13.2,16.0,15.0,19.0,22.2,20.2,32.7
1993,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1993&p_c=-1514873801&p_stn_num=087031,2,36.2,33.9,19.2,17.4,21.5,13.7,15.7,12.9,15.1,15.1,14.7,19.2
1993,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1993&p_c=-1514873801&p_stn_num=087031,3,20.5,39.2,18.6,18.9,24.0,15.3,18.7,12.7,12.8,18.8,18.7,25.6
1993,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1993&p_c=-1514873801&p_stn_num=087031,4,18.2,23.2,20.5,25.7,15.6,12.5,13.9,12.7,15.4,14.6,13.5,18.2
1993,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1993&p_c=-1514873801&p_stn_num=087031,5,18.5,19.4,18.6,28.6,15.0,12.8,10.0,14.8,17.7,18.6,17.2,18.1
1993,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1993&p_c=-1514873801&p_stn_num=087031,6,17.9,31.2,21.6,20.0,21.6,14.0,12.3,16.5,19.8,19.0,19.1,22.3
1993,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1993&p_c=-1514873801&p_stn_num=087031,7,17.6,35.5,21.7,22.2,18.3,14.6,12.3,13.4,18.2,23.4,14.7,19.8
1993,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=122&p_display_type=dailyDataFile&p_startYear=1993&p_c=-1514873801&p_stn_num=087031,8,22.1,17.5,20.2,18.4,16.2,16.1,13.5,16.7,15.5,25.8,15.3,27.0
